-4.9875 0 0
-4.9625 0 0
-4.9375 0 0
-4.9125 0 0
-4.8875 0 0
-4.8625 0 0
-4.8375 0 0
-4.8125 0 0
-4.7875 0 0
-4.7625 0 0
-4.7375 0 0
-4.7125 0 0
-4.6875 0 0
-4.6625 0 0
-4.6375 0 0
-4.6125 0 0
-4.5875 0 0
-4.5625 0 0
-4.5375 0 0
-4.5125 0 0
-4.4875 0 0
-4.4625 0 0
-4.4375 0 0
-4.4125 0 0
-4.3875 0 0
-4.3625 0 0
-4.3375 0 0
-4.3125 0 0
-4.2875 0 0
-4.2625 0 0
-4.2375 0 0
-4.2125 0 0
-4.1875 0 0
-4.1625 0 0
-4.1375 0 0
-4.1125 0 0
-4.0875 0 0
-4.0625 0 0
-4.0375 0 0
-4.0125 0 0
-3.9875 0 0
-3.9625 0 0
-3.9375 0 0
-3.9125 0 0
-3.8875 0 0
-3.8625 0 0
-3.8375 0 0
-3.8125 0 0
-3.7875 0 0
-3.7625 0 0
-3.7375 0 0
-3.7125 0 0
-3.6875 0 0
-3.6625 0 0
-3.6375 0 0
-3.6125 0 0
-3.5875 0 0
-3.5625 0 0
-3.5375 0 0
-3.5125 0 0
-3.4875 0 0
-3.4625 0 0
-3.4375 0 0
-3.4125 0 0
-3.3875 0 0
-3.3625 0 0
-3.3375 0 0
-3.3125 0 0
-3.2875 0 0
-3.2625 0 0
-3.2375 0 0
-3.2125 0 0
-3.1875 0 0
-3.1625 0 0
-3.1375 0 0
-3.1125 0 0
-3.0875 0 0
-3.0625 0 0
-3.0375 0 0
-3.0125 0 0
-2.9875 0 0
-2.9625 0 0
-2.9375 0 0
-2.9125 0 0
-2.8875 0 0
-2.8625 0 0
-2.8375 0 0
-2.8125 0 0
-2.7875 0 0
-2.7625 0 0
-2.7375 0 0
-2.7125 0 0
-2.6875 0 0
-2.6625 0 0
-2.6375 0 0
-2.6125 0 0
-2.5875 8.19672e-06 7.98918e-06
-2.5625 1.63934e-05 1.09971e-05
-2.5375 0 0
-2.5125 3.27869e-05 2.19941e-05
-2.4875 1.63934e-05 1.09971e-05
-2.4625 4.91803e-05 3.29912e-05
-2.4375 4.09836e-05 3.99459e-05
-2.4125 5.7377e-05 3.33456e-05
-2.3875 8.19672e-05 3.57287e-05
-2.3625 0.000106557 3.5303e-05
-2.3375 0.000180328 6.74924e-05
-2.3125 0.000213115 6.35973e-05
-2.2875 0.000336066 8.86422e-05
-2.2625 0.000393443 0.000111427
-2.2375 0.000614754 0.000114094
-2.2125 0.000942623 0.000148844
-2.1875 0.000844262 0.000114915
-2.1625 0.00097541 8.15357e-05
-2.1375 0.00168033 0.000143793
-2.1125 0.00183607 0.00018856
-2.0875 0.00240984 0.000173917
-2.0625 0.00307377 0.000279621
-2.0375 0.004 0.000358301
-2.0125 0.00486885 0.000402742
-1.9875 0.00609016 0.000443271
